#disease	pathway	Pvalue	adjPvalue
C0000744	KEGG_ABC_TRANSPORTERS	7.12632383678857e-13	8.61181714730607e-11
C0000744	KEGG_PPAR_SIGNALING_PATHWAY	3.29943498524402e-07	1.57782651687798e-05
C0000744	KEGG_TYPE_I_DIABETES_MELLITUS	0.000353682532927703	0.00831530753085542
C0000744	KEGG_LYSOSOME	0.00771425791020965	0.115797178763686
C0000744	KEGG_GLYCEROLIPID_METABOLISM	0.0325450119407833	0.367176909032748
C0000744	KEGG_TIGHT_JUNCTION	0.06231325949134	0.613152419697635
C0000744	KEGG_CELL_ADHESION_MOLECULES_CAMS	0.0649302684481713	0.631102146840001
C0000744	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.0760801852327265	0.709291781289844
C0000744	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.0881155125577285	0.783237351955729
C0000744	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.0953473210343376	0.827360130217091
C0000809	KEGG_HOMOLOGOUS_RECOMBINATION	1.08208776961145e-11	1.09400995456675e-09
C0000809	KEGG_CELL_CYCLE	2.03740429686648e-10	1.72705231081597e-08
C0000809	KEGG_NON_HOMOLOGOUS_END_JOINING	9.91634282683636e-05	0.00273555126616111
C0000809	KEGG_OOCYTE_MEIOSIS	0.00136358313309683	0.0275441795861876
C0000809	KEGG_BASE_EXCISION_REPAIR	0.0018175803924154	0.0349246567734718
C0000809	KEGG_DNA_REPLICATION	0.00199421333347295	0.037980199932717
C0000809	KEGG_P53_SIGNALING_PATHWAY	0.0133947637244471	0.183345525771843
C0000809	KEGG_PANCREATIC_CANCER	0.10274322389231	0.852517834574857
C0000809	KEGG_APOPTOSIS	0.133744567295016	1
C0000809	KEGG_SMALL_CELL_LUNG_CANCER	0.141797228656077	1
C0001197	KEGG_PROTEASOME	1.45187421087313e-83	8.33045931220468e-80
C0001197	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	5.35561850373453e-10	4.23779267517041e-08
C0001197	KEGG_ALLOGRAFT_REJECTION	1.29300885191115e-08	8.14909171118021e-07
C0001197	KEGG_TYPE_I_DIABETES_MELLITUS	3.89390392900741e-08	2.23029084838443e-06
C0001197	KEGG_GRAFT_VERSUS_HOST_DISEASE	7.39751996218022e-07	3.3178786049622e-05
C0001197	KEGG_ASTHMA	2.80601701344505e-06	0.000111023351813042
C0001197	KEGG_VIRAL_MYOCARDITIS	1.51701064669994e-05	0.000511217548270236
C0001197	KEGG_LEISHMANIA_INFECTION	2.11120404078629e-05	0.000676037734314037
C0001197	KEGG_AUTOIMMUNE_THYROID_DISEASE	2.91310716323141e-05	0.000906983446424805
C0001197	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.000250949692919708	0.00619293035671133
C0001206	KEGG_PROSTATE_CANCER	1.4923245109701e-13	1.99574681420833e-11
C0001206	KEGG_PATHWAYS_IN_CANCER	2.82315989729334e-12	3.13535993945051e-10
C0001206	KEGG_MELANOMA	3.10541852142807e-12	3.40506933231089e-10
C0001206	KEGG_ENDOMETRIAL_CANCER	7.00508113908489e-12	7.30467617657736e-10
C0001206	KEGG_GLIOMA	5.270004483443e-11	4.88274323162002e-09
C0001206	KEGG_JAK_STAT_SIGNALING_PATHWAY	1.00465354506495e-09	7.59837179138778e-08
C0001206	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	9.06122709537578e-09	5.78241574200288e-07
C0001206	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.47915842782093e-08	9.14233101489157e-07
C0001206	KEGG_COLORECTAL_CANCER	2.66300227420713e-08	1.57664507107293e-06
C0001206	KEGG_LONG_TERM_DEPRESSION	3.03069537855377e-08	1.76936362769623e-06
C0001231	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.62893052497871e-16	4.97496315409797e-14
C0001231	KEGG_JAK_STAT_SIGNALING_PATHWAY	6.99241775764567e-11	6.35785230028854e-09
C0001231	KEGG_PATHWAYS_IN_CANCER	5.42074781769478e-06	0.000203116193867393
C0001231	KEGG_MELANOMA	1.2753723879154e-05	0.000439387781040988
C0001231	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1.69591515339016e-05	0.000561300176582315
C0001231	KEGG_MAPK_SIGNALING_PATHWAY	2.10459663767568e-05	0.000676037734314037
C0001231	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2.88014045856231e-05	0.000901336425136674
C0001231	KEGG_TGF_BETA_SIGNALING_PATHWAY	4.14219369892848e-05	0.00125109390885652
C0001231	KEGG_HEMATOPOIETIC_CELL_LINEAGE	5.44236073501432e-05	0.00157672814546939
C0001231	KEGG_DILATED_CARDIOMYOPATHY	0.000463609897932432	0.0105672292809861
C0001338	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.46255201805024e-43	4.46005481863112e-40
C0001338	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.70420727553658e-28	2.38270558325672e-25
C0001338	KEGG_APOPTOSIS	8.42920185476211e-22	2.95193283079349e-19
C0001338	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.05700046500866e-17	2.35434051401133e-15
C0001338	KEGG_LEISHMANIA_INFECTION	9.76512995549412e-15	1.51661053403198e-12
C0001338	KEGG_SMALL_CELL_LUNG_CANCER	7.9804688559089e-14	1.10860351558388e-11
C0001338	KEGG_PATHWAYS_IN_CANCER	2.82315989729334e-12	3.13535993945051e-10
C0001338	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	4.60785215820692e-12	4.95773371362217e-10
C0001338	KEGG_MAPK_SIGNALING_PATHWAY	5.7724740706685e-12	6.11447461684918e-10
C0001338	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	8.53224715649426e-11	7.62550053157905e-09
C0001403	KEGG_ACUTE_MYELOID_LEUKEMIA	0.0010406133731766	0.0215159294584937
C0001403	KEGG_PRIMARY_IMMUNODEFICIENCY	0.00258691823025044	0.0469454770868706
C0001403	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.00260499763892244	0.047097201577953
C0001403	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.00346921550326694	0.0598234484129425
C0001403	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.00945261655894089	0.138237217093925
C0001403	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.0117074959833934	0.166816408136032
C0001403	KEGG_MAPK_SIGNALING_PATHWAY	0.0123808135912843	0.174825122079984
C0001403	KEGG_VEGF_SIGNALING_PATHWAY	0.0170860887071137	0.219165436172716
C0001403	KEGG_WNT_SIGNALING_PATHWAY	0.0208691040588465	0.258272312678716
C0001403	KEGG_PATHWAYS_IN_CANCER	0.035213771270148	0.392446277294545
C0001627	KEGG_STEROID_HORMONE_BIOSYNTHESIS	1.54766247360568e-38	2.10627758760829e-35
C0001627	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.09918606285489e-27	6.75538844264381e-25
C0001627	KEGG_RETINOL_METABOLISM	4.04266356875254e-25	1.95381603377791e-22
C0001627	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	4.96897907605561e-24	2.17572118254719e-21
C0001627	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	4.63523191202063e-14	6.66492079192419e-12
C0001627	KEGG_LINOLEIC_ACID_METABOLISM	2.08921691277901e-12	2.37655796560778e-10
C0001627	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	9.31011588529229e-12	9.48758748903921e-10
