#disease	pathway	Pvalue	adjPvalue
C0000744	GO_LIPID_LOCALIZATION	3.34946288952971e-43	6.21613669377674e-40
C0000744	GO_STEROL_TRANSPORT	2.02160798836259e-36	2.60917020167991e-33
C0000744	GO_STEROL_HOMEOSTASIS	5.66659581382826e-35	6.68884981590908e-32
C0000744	GO_LIPID_HOMEOSTASIS	2.69528746920889e-31	2.51268895659359e-28
C0000744	GO_CHOLESTEROL_EFFLUX	1.23652381965876e-30	1.09960120498074e-27
C0000744	GO_PROTEIN_LIPID_COMPLEX	2.57306073994676e-30	2.24465972071995e-27
C0000744	GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	4.65750868707006e-30	3.97625798479976e-27
C0000744	GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	1.52583490520148e-27	1.09804056006944e-24
C0000744	GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	5.83678799517159e-27	4.02488887338071e-24
C0000744	GO_PHOSPHOLIPID_TRANSPORT	1.71544602387222e-26	1.14052901300403e-23
C0000809	GO_CHROMOSOME	1.01582028131289e-50	2.66861333092244e-47
C0000809	GO_DNA_REPAIR	7.07405316869858e-48	1.63809253569953e-44
C0000809	GO_DNA_METABOLIC_PROCESS	5.06772896113517e-47	1.12596222345184e-43
C0000809	GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	2.02885590490213e-44	4.00434938937402e-41
C0000809	GO_DOUBLE_STRAND_BREAK_REPAIR	1.73964708902514e-38	2.51882881584829e-35
C0000809	GO_CHROMOSOMAL_REGION	2.36149335078969e-36	3.03462230019356e-33
C0000809	GO_DNA_RECOMBINATION	1.6433731033699e-35	2.00016653390477e-32
C0000809	GO_CHROMOSOME_ORGANIZATION	1.11446050183152e-34	1.29047286417397e-31
C0000809	GO_CELL_CYCLE	1.62002501911083e-31	1.5329467930836e-28
C0000809	GO_CELL_CYCLE_PROCESS	4.08566102908432e-31	3.75664941694677e-28
C0001197	GO_PROTEASOME_COMPLEX	1.26740577290768e-82	1.3399939425016e-78
C0001197	GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	2.19941036287608e-77	1.84085257768464e-73
C0001197	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.32608282616542e-75	1.77973823305884e-71
C0001197	GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	1.89955662141627e-69	1.12835700847477e-65
C0001197	GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	1.01047249150591e-67	5.58906469418651e-64
C0001197	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	5.50551013632066e-67	2.9424561959664e-63
C0001197	GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY	6.74534964608916e-67	3.59247371027981e-63
C0001197	GO_NIK_NF_KAPPAB_SIGNALING	3.86450800327517e-66	1.9765171285887e-62
C0001197	GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	3.23470784639993e-61	1.34997144608531e-57
C0001197	GO_REGULATION_OF_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.40250905218783e-61	2.23505688511846e-57
C0001206	GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	3.4540521165576e-30	2.98298524913421e-27
C0001206	GO_RESPONSE_TO_HORMONE	1.01610521094642e-26	6.89325871785897e-24
C0001206	GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	5.40382511023922e-25	3.1979409226439e-22
C0001206	GO_RESPONSE_TO_NITROGEN_COMPOUND	3.18497538028396e-23	1.64456164477653e-20
C0001206	GO_RECEPTOR_BINDING	6.69483711471223e-23	3.34711811414437e-20
C0001206	GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	3.01527008881029e-22	1.4342713091217e-19
C0001206	GO_RESPONSE_TO_LIPID	1.11800349618657e-20	4.6365264840819e-18
C0001206	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	1.55571268732217e-20	6.35895770252666e-18
C0001206	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	2.85060172201079e-20	1.13724763176282e-17
C0001206	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1.64982395240667e-19	6.13116770202149e-17
C0001231	GO_RECEPTOR_BINDING	3.22136723792507e-55	1.03344432332496e-51
C0001231	GO_GROWTH_FACTOR_ACTIVITY	1.24288609028422e-36	1.62136245725514e-33
C0001231	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1.63326686458727e-35	1.98903327385181e-32
C0001231	GO_HORMONE_ACTIVITY	8.51025963774774e-35	9.91116713809351e-32
C0001231	GO_EXTRACELLULAR_SPACE	3.55588440906852e-32	3.51231170158257e-29
C0001231	GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1.7596159488355e-28	1.35226221924164e-25
C0001231	GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION	3.09720808129869e-27	2.18252365547356e-24
C0001231	GO_REGULATION_OF_CELL_PROLIFERATION	2.06808926274214e-23	1.08054926606302e-20
C0001231	GO_CYTOKINE_ACTIVITY	6.30362735610847e-22	2.90645984930195e-19
C0001231	GO_CELL_CELL_SIGNALING	8.81760551610566e-22	4.01769509546675e-19
C0001338	GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	5.40250905218783e-61	2.23505688511846e-57
C0001338	GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.30377893033046e-54	4.08892886502145e-51
C0001338	GO_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	5.30986351539651e-53	1.55101256041273e-49
C0001338	GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	9.78432925504975e-52	2.70559673537039e-48
C0001338	GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	3.99551237564801e-51	1.06796413517093e-47
C0001338	GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	5.63653168350599e-51	1.49642583590123e-47
C0001338	GO_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	3.35414234094052e-48	7.88866618411159e-45
C0001338	GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE	4.59490956218185e-48	1.07206499657513e-44
C0001338	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	5.25356908987536e-45	1.0638606566369e-41
C0001338	GO_REGULATION_OF_DEFENSE_RESPONSE	1.68581705568613e-42	3.01225789202882e-39
C0001403	GO_NUCLEIC_ACID_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	5.76241179888611e-70	3.50039699168315e-66
C0001403	GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING	3.60851175711276e-62	1.57723431114407e-58
C0001403	GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	3.91350097956761e-58	1.434611993923e-54
C0001403	GO_SEQUENCE_SPECIFIC_DNA_BINDING	2.80813447174548e-54	8.68278375347476e-51
C0001403	GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY_SEQUENCE_SPECIFIC_DNA_BINDING	9.10296490589079e-52	2.52238049976304e-48
C0001403	GO_DOUBLE_STRANDED_DNA_BINDING	5.96844174253424e-46	1.2625225321014e-42
C0001403	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	3.56798260067626e-39	5.38904539612504e-36
C0001403	GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	1.20760087291512e-35	1.48170653502395e-32
C0001403	GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION	3.77020770286303e-35	4.50135415900331e-32
C0001403	GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS	2.73371605603704e-33	2.9034696171758e-30
C0001627	GO_STEROID_METABOLIC_PROCESS	5.17541243993722e-43	9.50357841527651e-40
C0001627	GO_TETRAPYRROLE_BINDING	7.13568967937357e-39	1.05966905240486e-35
C0001627	GO_MONOOXYGENASE_ACTIVITY	2.01218382563044e-32	2.01979276642149e-29
C0001627	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	6.66735749618625e-32	6.46997739876768e-29
C0001627	GO_LIPID_METABOLIC_PROCESS	7.9000041776317e-30	6.63987755531734e-27
C0001627	GO_IRON_ION_BINDING	1.44327312261977e-29	1.19362223751569e-26
C0001627	GO_OXIDOREDUCTASE_ACTIVITY	7.533011673377e-29	5.93729559054889e-26
