#disease	pathway	Pvalue	adjPvalue
C0000744	KEGG_ABC_TRANSPORTERS	7.05478145005392e-06	0.00138776800122926
C0000744	KEGG_PPAR_SIGNALING_PATHWAY	0.00248919026851484	0.175578981866949
C0000744	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.081707626891246	1
C0000744	KEGG_ENDOCYTOSIS	0.154554353036015	1
C0000744	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1	1
C0000744	KEGG_CITRATE_CYCLE_TCA_CYCLE	1	1
C0000744	KEGG_PENTOSE_PHOSPHATE_PATHWAY	1	1
C0000744	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1	1
C0000744	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1	1
C0000744	KEGG_GALACTOSE_METABOLISM	1	1
C0000809	KEGG_OOCYTE_MEIOSIS	1.16990642182418e-06	0.000289137010418695
C0000809	KEGG_CELL_CYCLE	0.00471504571321583	0.26339327254847
C0000809	KEGG_ABC_TRANSPORTERS	0.0400651171645077	1
C0000809	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.0541309942126398	1
C0000809	KEGG_VIBRIO_CHOLERAE_INFECTION	0.0618649596812371	1
C0000809	KEGG_COLORECTAL_CANCER	0.0801947893737685	1
C0000809	KEGG_APOPTOSIS	0.0877366087642472	1
C0000809	KEGG_SMALL_CELL_LUNG_CANCER	0.0937299426613146	1
C0000809	KEGG_PROSTATE_CANCER	0.102653513432046	1
C0000809	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.110029328532667	1
C0001197	KEGG_PROTEASOME	2.61214080149764e-07	7.67815236511039e-05
C0001197	KEGG_TYPE_I_DIABETES_MELLITUS	1.23998759852755e-05	0.00215701902853634
C0001197	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.000107028292954889	0.0131285110586512
C0001197	KEGG_REGULATION_OF_AUTOPHAGY	0.000130680418430692	0.0157708374533379
C0001197	KEGG_DILATED_CARDIOMYOPATHY	0.000161531161720169	0.0182187032055815
C0001197	KEGG_GRAFT_VERSUS_HOST_DISEASE	0.000762182230201602	0.0724902917936974
C0001197	KEGG_ALLOGRAFT_REJECTION	0.000884933960110259	0.0790200193145468
C0001197	KEGG_MTOR_SIGNALING_PATHWAY	0.00123072752493181	0.100972028428448
C0001197	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.00130650965815509	0.105215543564267
C0001197	KEGG_TYPE_II_DIABETES_MELLITUS	0.00180706970679221	0.136975196240402
C0001206	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.00130650965815509	0.105215543564267
