#disease	pathway	Pvalue	adjPvalue
C0000744	GO_LIPID_LOCALIZATION	9.00594560829432e-45	5.78977804208098e-41
C0000744	GO_STEROL_HOMEOSTASIS	7.13029717210716e-40	3.2208378147799e-36
C0000744	GO_STEROL_TRANSPORT	1.95012896224039e-38	7.9114596010467e-35
C0000744	GO_LIPID_HOMEOSTASIS	2.73323588668593e-37	1.01323984084529e-33
C0000744	GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	2.97281861854024e-34	8.70925615117109e-31
C0000744	GO_PROTEIN_LIPID_COMPLEX	3.90339447646999e-33	1.04138986216329e-29
C0000744	GO_CHOLESTEROL_EFFLUX	5.8784409174443e-33	1.55126331028505e-29
C0000744	GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	2.85271867440512e-32	7.12896958868904e-29
C0000744	GO_REGULATION_OF_STEROL_TRANSPORT	2.46494308466447e-30	5.19586318389103e-27
C0000744	GO_REVERSE_CHOLESTEROL_TRANSPORT	3.948874005065e-30	8.13226101215009e-27
C0000809	GO_DNA_REPAIR	1.4578397534258e-26	2.21392450997437e-23
C0000809	GO_DNA_METABOLIC_PROCESS	4.05552621869386e-26	5.92348066964091e-23
C0000809	GO_CHROMOSOME	7.53693867211459e-24	8.99902825736095e-21
C0000809	GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	2.32042911486726e-23	2.64159262070721e-20
C0000809	GO_DOUBLE_STRAND_BREAK_REPAIR	1.23161773842415e-22	1.30773134783293e-19
C0000809	GO_ORGANELLE_FISSION	8.15819516799038e-22	8.00520339581543e-19
C0000809	GO_DNA_RECOMBINATION	2.33069637528401e-20	1.97332108598241e-17
C0000809	GO_CHROMOSOMAL_REGION	1.33312783838417e-19	1.04165620193098e-16
C0000809	GO_CHROMOSOME_ORGANIZATION	1.5374448474904e-18	1.07220527702006e-15
C0000809	GO_CELL_CYCLE_PROCESS	4.26984236840347e-18	2.83512364021477e-15
C0001197	GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	2.23975869057792e-55	3.21802435615923e-51
C0001197	GO_PROTEASOME_COMPLEX	6.44313403254991e-53	7.53105721394597e-49
C0001197	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.52667151507356e-51	2.60381282780874e-47
C0001197	GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	1.1145310379086e-50	1.08532166723998e-46
C0001197	GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	2.41188665579089e-50	2.31800716798507e-46
C0001197	GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1.58751788807028e-49	1.43961573661975e-45
C0001197	GO_NIK_NF_KAPPAB_SIGNALING	1.21763298863775e-47	9.82023889090687e-44
C0001197	GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	9.4577228969303e-47	7.09592080386921e-43
C0001197	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	1.39903807724363e-46	1.03806132086384e-42
C0001197	GO_REGULATION_OF_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	4.37854250429288e-46	3.15641755475217e-42
C0001206	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	1.56326609124302e-14	6.77314927858495e-12
C0001206	GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	2.00445903664746e-14	8.57077233248028e-12
C0001206	GO_RESPONSE_TO_HORMONE	2.4927273498968e-14	1.05211068990755e-11
C0001206	GO_NEGATIVE_REGULATION_OF_CELL_DEATH	5.75168161559256e-13	2.00768147085004e-10
C0001206	GO_REGULATION_OF_CELL_DEATH	3.63485520953519e-12	1.12222844367666e-09
C0001206	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	4.33882466994249e-12	1.32687838146318e-09
C0001206	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	1.14931605135118e-11	3.29261810630931e-09
C0001206	GO_RESPONSE_TO_NITROGEN_COMPOUND	1.26681583027893e-11	3.60461547377741e-09
C0001206	GO_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	2.01928475125333e-11	5.5676689698882e-09
C0001206	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	2.11026079836503e-11	5.80120182425702e-09
C0001231	GO_RECEPTOR_BINDING	8.51246003460717e-19	6.11966725120571e-16
C0001231	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1.00939706436996e-17	6.45361065112533e-15
C0001231	GO_HORMONE_ACTIVITY	3.62374124371959e-17	2.17262137109779e-14
C0001231	GO_REGULATION_OF_CAMP_METABOLIC_PROCESS	1.71148133872755e-15	8.44523467133169e-13
C0001231	GO_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	1.53092551764742e-14	6.65108881433035e-12
C0001231	GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	2.60549665088613e-14	1.09867092708617e-11
C0001231	GO_POSITIVE_REGULATION_OF_CAMP_METABOLIC_PROCESS	4.31023741192653e-14	1.76101586381921e-11
C0001231	GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	1.05444311576951e-13	4.1117968750859e-11
C0001231	GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1.91429082589749e-13	7.15665791635411e-11
C0001231	GO_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	3.20081075209907e-13	1.16021200223967e-10
C0001338	GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1.27339593937469e-40	6.09348587033723e-37
C0001338	GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	1.86018830906057e-36	6.45407043346825e-33
C0001338	GO_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	3.21317546356901e-35	1.02048520523898e-31
C0001338	GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	9.23039736030511e-35	2.80501202868471e-31
C0001338	GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.69514853394145e-34	1.07632237435565e-30
C0001338	GO_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	1.34333589650074e-32	3.44880019516573e-29
C0001338	GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	3.38967441663531e-31	7.7068907608948e-28
C0001338	GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	4.31955134012415e-31	9.73764213395991e-28
C0001338	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	9.28667170715991e-30	1.85440448022334e-26
C0001338	GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE	8.39140649056091e-29	1.55139719391562e-25
C0001403	GO_NUCLEIC_ACID_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	4.2379860628799e-40	1.95025588114838e-36
C0001403	GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING	7.7544357008857e-31	1.7031655057614e-27
C0001403	GO_SEQUENCE_SPECIFIC_DNA_BINDING	1.26940250369833e-28	2.29916857926975e-25
C0001403	GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	1.60911710394319e-28	2.8903746343841e-25
C0001403	GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY_SEQUENCE_SPECIFIC_DNA_BINDING	1.99721509202028e-26	3.00028731058798e-23
C0001403	GO_DOUBLE_STRANDED_DNA_BINDING	8.0483676992614e-26	1.14798181485808e-22
