#disease	pathway	Pvalue	adjPvalue
C0000744	GO_CHOLESTEROL_TRANSPORTER_ACTIVITY	2.2335888205931e-19	5.21611620454337e-15
C0000744	GO_STEROL_TRANSPORTER_ACTIVITY	3.18992421849679e-18	5.50538259098792e-14
C0000744	GO_STEROL_TRANSPORT	2.13198740870459e-17	2.92327658543319e-13
C0000744	GO_STEROL_HOMEOSTASIS	5.56661984655585e-17	7.03254325699145e-13
C0000744	GO_PROTEIN_LIPID_COMPLEX	8.88994931819052e-16	8.19525886570779e-12
C0000744	GO_REGULATION_OF_STEROL_TRANSPORT	3.75687466982006e-15	2.89877146217891e-11
C0000744	GO_REGULATION_OF_LIPID_TRANSPORT	5.85328676662274e-15	4.28451427364452e-11
C0000744	GO_LIPID_HOMEOSTASIS	8.4645027057129e-15	5.87212937850695e-11
C0000744	GO_LIPID_LOCALIZATION	1.04820745400693e-14	7.1178127847215e-11
C0000744	GO_CHOLESTEROL_EFFLUX	3.51018822840652e-14	2.04254746570487e-10
C0000809	GO_SYNAPTONEMAL_COMPLEX	1.5158771624814e-11	4.19328086530937e-08
C0000809	GO_COHESIN_COMPLEX	1.2467437641587e-10	2.65399566155059e-07
C0000809	GO_CONDENSED_NUCLEAR_CHROMOSOME	1.7159998337761e-09	2.61084088019761e-06
C0000809	GO_MEIOTIC_CELL_CYCLE_PROCESS	1.06941087464172e-08	1.2542860835914e-05
C0000809	GO_MEIOTIC_CELL_CYCLE	3.23680910446102e-08	3.2469061842403e-05
C0000809	GO_CONDENSED_CHROMOSOME	3.76148303926468e-08	3.70272743432035e-05
C0000809	GO_LATERAL_ELEMENT	6.2353998645038e-08	5.69248495555879e-05
C0000809	GO_SYNAPTONEMAL_COMPLEX_ORGANIZATION	1.09025991846505e-07	9.05866749507745e-05
C0000809	GO_NUCLEAR_CHROMOSOME_SEGREGATION	1.71102723954143e-07	0.000134130614561312
C0000809	GO_REPRODUCTION	1.81264332089838e-07	0.000139710772929998
C0001197	GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	1.16079784816784e-07	9.56644680711606e-05
C0001197	GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	2.56615416791662e-07	0.000187357601023313
C0001197	GO_SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION	2.58603243732732e-07	0.000187599481079706
C0001197	GO_POSITIVE_REGULATION_OF_PROTEIN_SECRETION	8.50264028517665e-07	0.000499172690488875
C0001197	GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	1.4519191188761e-06	0.000767344362734974
C0001197	GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	2.16409710227836e-06	0.00105490611479131
