#disease	pathway	Pvalue	adjPvalue
C0000744	GO_PROTEIN_LIPID_COMPLEX	3.90339447646999e-33	4.46083989715667e-30
C0000744	GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	3.81967331928068e-29	3.24198215753505e-26
C0000744	GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE	9.46667044312144e-22	4.44696893775094e-19
C0000744	GO_CHYLOMICRON	1.19181958476653e-17	3.97299249506431e-15
C0000744	GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE	1.04815664227664e-12	2.1649255331722e-10
C0000744	GO_EXTRACELLULAR_SPACE	6.21576483765767e-12	1.18229577684339e-09
C0000744	GO_EARLY_ENDOSOME	3.3095586247513e-08	3.86131862542844e-06
C0000744	GO_ENDOSOME	1.95411976499694e-07	1.99584283329493e-05
C0000744	GO_VACUOLE	6.55466642345137e-07	6.13619939837611e-05
C0000744	GO_BLOOD_MICROPARTICLE	1.09675398520674e-05	0.000806175097888375
C0000809	GO_CHROMOSOME	7.53693867211459e-24	4.20040184435855e-21
C0000809	GO_CHROMOSOMAL_REGION	1.33312783838417e-19	5.22315753818272e-17
C0000809	GO_COHESIN_COMPLEX	1.94281682694454e-17	6.35058605250645e-15
C0000809	GO_CONDENSED_NUCLEAR_CHROMOSOME	2.11147707309803e-17	6.8988696047367e-15
C0000809	GO_CHROMOSOME_CENTROMERIC_REGION	4.95365413756682e-16	1.42546942943714e-13
C0000809	GO_CONDENSED_CHROMOSOME	9.0513037516171e-16	2.55336274147535e-13
C0000809	GO_SYNAPTONEMAL_COMPLEX	2.22823212640175e-14	5.5266680559554e-12
C0000809	GO_LATERAL_ELEMENT	1.40679132035874e-13	3.17772008095739e-11
C0000809	GO_NUCLEAR_CHROMOSOME	1.51403759535876e-13	3.41273412746217e-11
C0000809	GO_CHROMATIN	7.18574217852377e-09	9.21753293227694e-07
C0001197	GO_PROTEASOME_COMPLEX	6.44313403254991e-53	2.83102954835309e-49
C0001197	GO_PROTEASOME_ACCESSORY_COMPLEX	2.2806268798535e-21	1.03480957684211e-18
C0001197	GO_CYTOSOLIC_PROTEASOME_COMPLEX	6.44495091531686e-06	0.000492837002875093
C0001197	GO_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	1.2582012881454e-05	0.000908182268350212
C0001197	GO_MHC_CLASS_II_PROTEIN_COMPLEX	3.42713724346819e-05	0.0022237862019531
C0001197	GO_CYTOPLASMIC_MRNA_PROCESSING_BODY	5.41619132281355e-05	0.0033409282537568
C0001197	GO_SARCOLEMMA	0.000143554556696205	0.00792752648114593
C0001197	GO_MHC_PROTEIN_COMPLEX	0.000167994761388861	0.00909189633892478
C0001197	GO_LUMENAL_SIDE_OF_MEMBRANE	0.000263633634080321	0.0134734432473654
C0001197	GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	0.000479339187396512	0.0226468197356941
C0001206	GO_PCG_PROTEIN_COMPLEX	2.12167635365161e-05	0.00145885959891003
C0001206	GO_ENDOCYTIC_VESICLE_LUMEN	5.09046062422937e-05	0.00315418445638513
C0001206	GO_VESICLE_LUMEN	5.84073149546389e-05	0.00355785896090837
C0001206	GO_EXTRACELLULAR_SPACE	8.36341335804004e-05	0.0048903489612501
C0001206	GO_NUCLEAR_MATRIX	0.000436596812818634	0.0208605375135152
C0001206	GO_NUCLEAR_PERIPHERY	0.000995038953554731	0.0426155863942455
C0001206	GO_HEMOGLOBIN_COMPLEX	0.00100064159031487	0.0426155863942455
C0001206	GO_ORGANELLE_ENVELOPE_LUMEN	0.00246633420665132	0.0876719948123021
C0001206	GO_ENDOSOME_LUMEN	0.00407587605226934	0.133799340565388
C0001206	GO_PLASMA_MEMBRANE_RAFT	0.00489619924814132	0.153173938570733
C0001231	GO_EXTRACELLULAR_SPACE	3.1210581411363e-09	4.20619711448539e-07
C0001231	GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	0.000253032170113684	0.0129954849542059
C0001231	GO_T_TUBULE	0.000795892387397149	0.0354673004277198
C0001231	GO_AXON_INITIAL_SEGMENT	0.00119742501668082	0.0494527930365135
C0001231	GO_MAIN_AXON	0.00157029333754331	0.0615124383645781
C0001231	GO_INTRACELLULAR_VESICLE	0.00359788025754464	0.120786046047786
C0001231	GO_AXON_PART	0.0105312918730153	0.287663490945702
C0001231	GO_I_BAND	0.0118648288512511	0.315979494130921
C0001231	GO_SARCOLEMMA	0.0140239629005085	0.363223075248746
C0001231	GO_CATION_CHANNEL_COMPLEX	0.017472812391162	0.431405747903402
C0001338	GO_CD40_RECEPTOR_COMPLEX	5.83199153083219e-10	8.6241288143848e-08
C0001338	GO_IKAPPAB_KINASE_COMPLEX	3.9753822363443e-08	4.57654957736104e-06
C0001338	GO_ENDOSOMAL_PART	1.56928937086634e-07	1.63575889828261e-05
C0001338	GO_RECEPTOR_COMPLEX	1.67770805286076e-07	1.74162667381267e-05
C0001338	GO_MEMBRANE_MICRODOMAIN	1.54070947692704e-06	0.000134421702853936
C0001338	GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1.73703865523264e-06	0.000150488173993984
C0001338	GO_VACUOLAR_PART	2.0505057722197e-06	0.000175396683483991
C0001338	GO_VACUOLAR_MEMBRANE	2.59333200294145e-06	0.000218348501456855
C0001338	GO_PLASMA_MEMBRANE_RECEPTOR_COMPLEX	2.71727256211897e-06	0.000226800736694452
C0001338	GO_CYTOSOLIC_PART	1.36807374293735e-05	0.000978624520903413
C0001403	GO_TRANSCRIPTION_FACTOR_COMPLEX	0.000752491913477472	0.0338026616316327
C0001403	GO_NUCLEOLUS	0.00149267838336806	0.0590679857535785
C0001403	GO_TRANSCRIPTIONAL_REPRESSOR_COMPLEX	0.00258174999900758	0.0910472143205474
C0001403	GO_NUCLEAR_BODY	0.0345042484278754	0.708640000771146
C0001403	GO_NUCLEAR_MATRIX	0.04966602733549	0.871131267716607
C0001403	GO_PML_BODY	0.054067601518955	0.917976056437312
C0001403	GO_NUCLEAR_PERIPHERY	0.0729521846291529	1
C0001403	GO_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	0.0757423626841425	1
C0001403	GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX	0.0936222840398877	1
C0001403	GO_INTERCELLULAR_BRIDGE	0.126919132036242	1
