#disease	pathway	Pvalue	adjPvalue
C0000744	GO_PROTEIN_LIPID_COMPLEX	2.57306073994676e-30	9.89272629134627e-28
C0000744	GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	1.52583490520148e-27	5.05930207381025e-25
C0000744	GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE	1.4724960675674e-21	3.44189799873866e-19
C0000744	GO_CHYLOMICRON	4.39768002958956e-18	8.05975861065022e-16
C0000744	GO_VACUOLE	1.24591509530234e-11	1.30531887025894e-09
C0000744	GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE	4.20835926552866e-11	4.15573619311619e-09
C0000744	GO_EXTRACELLULAR_SPACE	6.39694421635379e-11	6.22975737034222e-09
C0000744	GO_ENDOSOME	9.24704466496845e-11	8.7760791225583e-09
C0000744	GO_CELL_SURFACE	5.97847948094746e-09	4.55391498571213e-07
C0000744	GO_INTRACELLULAR_VESICLE	2.02550655876958e-08	1.43250321239509e-06
C0000809	GO_CHROMOSOME	1.01582028131289e-50	1.05032905351394e-47
C0000809	GO_CHROMOSOMAL_REGION	2.36149335078969e-36	1.26018435914439e-33
C0000809	GO_NUCLEAR_CHROMOSOME	4.27065673754718e-29	1.53064717634447e-26
C0000809	GO_CONDENSED_CHROMOSOME	1.71863777834118e-20	3.76685517297579e-18
C0000809	GO_CONDENSED_NUCLEAR_CHROMOSOME	3.92097853447737e-20	8.37713992432934e-18
C0000809	GO_CHROMOSOME_TELOMERIC_REGION	4.88218824719472e-19	9.72731970698089e-17
C0000809	GO_CHROMOSOME_CENTROMERIC_REGION	2.96359667472181e-18	5.53951081578089e-16
C0000809	GO_CHROMATIN	3.8853084061208e-17	6.62101077729431e-15
C0000809	GO_COHESIN_COMPLEX	1.52322462678347e-15	2.29667728261895e-13
C0000809	GO_SYNAPTONEMAL_COMPLEX	6.04533163790057e-14	7.9297731973794e-12
C0001197	GO_PROTEASOME_COMPLEX	1.26740577290768e-82	4.90402709860306e-79
C0001197	GO_PROTEASOME_ACCESSORY_COMPLEX	2.72620444223837e-50	2.78788372701293e-47
C0001197	GO_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	2.89466752010783e-26	8.909807342927e-24
C0001197	GO_CYTOSOLIC_PROTEASOME_COMPLEX	4.39768002958956e-18	8.05975861065022e-16
C0001197	GO_CYTOSOLIC_PART	3.80848399307588e-06	0.000187265813930928
C0001197	GO_MHC_PROTEIN_COMPLEX	4.04150066481593e-05	0.00160597267454027
C0001197	GO_CYTOPLASMIC_MRNA_PROCESSING_BODY	5.32071047977645e-05	0.00205855146071522
C0001197	GO_EXTRACELLULAR_SPACE	6.77732241603925e-05	0.0025627867640037
C0001197	GO_LUMENAL_SIDE_OF_MEMBRANE	7.40683793514342e-05	0.00278941920742087
C0001197	GO_MHC_CLASS_II_PROTEIN_COMPLEX	0.00020159199124506	0.00677877697458655
C0001206	GO_EXTRACELLULAR_SPACE	2.22177887391528e-12	2.51784343346037e-10
C0001206	GO_VESICLE_LUMEN	7.16070267152367e-08	4.68734072200704e-06
C0001206	GO_MEMBRANE_MICRODOMAIN	1.71671819041267e-07	1.06387067130285e-05
C0001206	GO_SIDE_OF_MEMBRANE	1.42118833999187e-06	7.57533557039185e-05
C0001206	GO_MYELIN_SHEATH	3.53273383667111e-06	0.000174339428739341
C0001206	GO_ENDOCYTIC_VESICLE_LUMEN	7.98098181136138e-06	0.000366997824686929
C0001206	GO_CELL_SUBSTRATE_JUNCTION	3.46492807050802e-05	0.00140295869125188
C0001206	GO_SECRETORY_GRANULE	8.60165442049594e-05	0.00317716693559774
C0001206	GO_COMPACT_MYELIN	0.000128175516004721	0.00453077253096631
C0001206	GO_ANCHORING_JUNCTION	0.000194778839957429	0.00659698908103511
C0001231	GO_EXTRACELLULAR_SPACE	3.55588440906852e-32	1.51619365915873e-29
C0001231	GO_EXTRACELLULAR_MATRIX	0.000145802526619698	0.00508378963447387
C0001231	GO_CELL_SURFACE	0.000237895718426637	0.00786252222357071
C0001231	GO_PLATELET_ALPHA_GRANULE	0.00025295061514985	0.00827316454767967
C0001231	GO_SECRETORY_GRANULE_LUMEN	0.000346282970750609	0.0109462048370245
C0001231	GO_PLATELET_ALPHA_GRANULE_LUMEN	0.000734957665428707	0.0212185748532
C0001231	GO_VESICLE_LUMEN	0.00104501964099827	0.0287477770538358
C0001231	GO_INTRACELLULAR_VESICLE	0.00121679791088922	0.032983591396329
C0001231	GO_SECRETORY_GRANULE	0.0019112094036852	0.048781502655169
C0001231	GO_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.00312923498647214	0.073938189624684
C0001338	GO_ENDOSOMAL_PART	2.08467453126393e-13	2.62252947220225e-11
C0001338	GO_RECEPTOR_COMPLEX	3.10643733160401e-13	3.84008675844889e-11
C0001338	GO_CD40_RECEPTOR_COMPLEX	4.89889855149397e-13	5.92904845091468e-11
C0001338	GO_VACUOLAR_MEMBRANE	4.87880688331017e-11	4.78631136482235e-09
C0001338	GO_VACUOLAR_PART	1.69939403613523e-10	1.56553971822536e-08
C0001338	GO_ENDOSOME	5.68132500811145e-10	4.91667753517049e-08
C0001338	GO_MEMBRANE_MICRODOMAIN	2.54682197469557e-09	2.04030390441922e-07
C0001338	GO_IKAPPAB_KINASE_COMPLEX	6.70513208416699e-09	5.05712535109358e-07
C0001338	GO_VACUOLE	8.62396661913115e-09	6.38103912669702e-07
